,internPnl,balance,pnl
2022-09-23,0.0,100000000.0,1.0
2022-09-26,-2863.605083509259,99997136.39491649,0.9999713639491649
2022-09-27,-793.5038395292677,99996342.89107697,0.9999634289107697
2022-09-28,3101.2256496519594,99999444.1167266,0.9999944411672661
2022-09-29,-1009.1580512266391,99998434.95867538,0.9999843495867539
2022-09-30,282.04889947123024,99998717.00757486,0.9999871700757486
2022-10-03,2536.784170723273,100001253.79174559,1.0000125379174558
2022-10-04,120.19742396634274,100001373.98916955,1.0000137398916955
2022-10-05,-1644.5097715776578,99999729.47939797,0.9999972947939797
2022-10-06,-603.4725712759589,99999126.0068267,0.999991260068267
2022-10-07,-1460.5313295704293,99997665.47549713,0.9999766547549712
2022-10-10,-403.52598400477564,99997261.94951312,0.9999726194951313
2022-10-11,-622.8061543388019,99996639.14335878,0.9999663914335878
2022-10-12,1135.5513175849328,99997774.69467637,0.9999777469467637
2022-10-13,-290.7444718055199,99997483.95020457,0.9999748395020457
2022-10-14,-1451.8225382606354,99996032.1276663,0.9999603212766629
2022-10-17,-456.3258196645347,99995575.80184664,0.9999557580184664
2022-10-18,764.4658757959751,99996340.26772243,0.9999634026772243
2022-10-19,-621.7186028232145,99995718.5491196,0.999957185491196
2022-10-20,-2144.482703361546,99993574.06641625,0.9999357406641625
2022-10-21,-768.1067435653522,99992805.95967267,0.9999280595967267
2022-10-24,3399.0252722296077,99996204.98494491,0.9999620498494491
2022-10-25,-1013.740301446918,99995191.24464346,0.9999519124464347
2022-10-26,970.0316216644039,99996161.27626513,0.9999616127626513
2022-10-27,1123.289710618252,99997284.56597574,0.9999728456597574
2022-10-28,1209.2744942085073,99998493.84046996,0.9999849384046996
2022-10-31,-1571.3869046499099,99996922.4535653,0.999969224535653
2022-11-01,225.96414762373934,99997148.41771293,0.9999714841771292
2022-11-02,-1607.021513761398,99995541.39619917,0.9999554139619916
2022-11-03,-1422.3307383885963,99994119.06546077,0.9999411906546077
2022-11-04,-798.4005659139159,99993320.66489486,0.9999332066489487
2022-11-07,308.5304286757357,99993629.19532354,0.9999362919532354
2022-11-08,-752.2083885252025,99992876.98693502,0.9999287698693502
2022-11-09,1761.7191042119873,99994638.70603922,0.9999463870603922
2022-11-10,5622.4725799796115,100000261.1786192,1.000002611786192
2022-11-11,72.77366565293596,100000333.95228486,1.0000033395228485
2022-11-14,-1580.8206099434271,99998753.13167492,0.9999875313167491
2022-11-15,1382.398123503621,100000135.52979842,1.0000013552979843
2022-11-16,663.7764662805639,100000799.3062647,1.000007993062647
2022-11-17,-1548.8777394869312,99999250.42852521,0.9999925042852521
2022-11-18,-105.17700527950501,99999145.25151993,0.9999914525151994
2022-11-21,-907.2898369850789,99998237.96168295,0.9999823796168295
2022-11-22,38.78605221140242,99998276.74773516,0.9999827674773516
2022-11-23,744.5271461381756,99999021.2748813,0.9999902127488131
2022-11-25,30.849995965880908,99999052.12487726,0.9999905212487726
2022-11-28,559.2558641729024,99999611.38074143,0.9999961138074144
2022-11-29,-286.06519756705666,99999325.31554388,0.9999932531554387
2022-11-30,-880.1726659915507,99998445.14287788,0.9999844514287788
2022-12-01,3653.6224103569275,100002098.76528823,1.0000209876528823
2022-12-02,-584.2416329255971,100001514.52365531,1.000015145236553
2022-12-05,112.20179656690107,100001626.72545187,1.0000162672545188
2022-12-06,-770.6040760878222,100000856.12137578,1.000008561213758
2022-12-07,1647.4940947009236,100002503.61547048,1.000025036154705
2022-12-08,-175.67384302278128,100002327.94162747,1.0000232794162747
2022-12-09,-178.6686120714835,100002149.2730154,1.0000214927301538
2022-12-12,-1069.5420439331633,100001079.73097146,1.0000107973097145
2022-12-13,2676.2666932518314,100003755.99766472,1.0000375599766471
2022-12-14,590.429499061066,100004346.42716378,1.0000434642716378
2022-12-15,-1239.6820930370643,100003106.74507074,1.0000310674507074
2022-12-16,259.6285117631976,100003366.3735825,1.000033663735825
2022-12-19,-121.89533649579698,100003244.478246,1.00003244478246
2022-12-20,-687.8952879247693,100002556.58295809,1.000025565829581
2022-12-21,900.3825866006825,100003456.96554469,1.000034569655447
2022-12-22,-278.18401597905495,100003178.7815287,1.000031787815287
2022-12-23,-1223.9810789702992,100001954.80044973,1.0000195480044973
2022-12-27,-1213.9313647609943,100000740.86908497,1.0000074086908497
2022-12-28,139.2398484003195,100000880.10893337,1.0000088010893338
2022-12-29,-218.96393565634253,100000661.14499772,1.0000066114499773
2022-12-30,-33.92926325057579,100000627.21573447,1.0000062721573446
