,stock,date,0
0,Belgium OLO 3.75% 22jun2045,2022-09-23,0.0
1,Belgium OLO 3.75% 22jun2045,2022-09-26,-1.4505772500001513
2,Belgium OLO 3.75% 22jun2045,2022-09-27,-2.939997059999996
3,Belgium OLO 3.75% 22jun2045,2022-09-28,0.22410717500019928
4,Belgium OLO 3.75% 22jun2045,2022-09-29,-2.197902075000002
5,Belgium OLO 3.75% 22jun2045,2022-09-30,0.8687960049999219
6,Belgium OLO 3.75% 22jun2045,2022-10-03,3.619882514999972
7,Belgium OLO 3.75% 22jun2045,2022-10-04,0.13591173000008894
8,Belgium OLO 3.75% 22jun2045,2022-10-05,-2.5811296800000036
9,Belgium OLO 3.75% 22jun2045,2022-10-06,-0.39911024000002726
10,Belgium OLO 3.75% 22jun2045,2022-10-07,-1.7345698000001448
11,Belgium OLO 3.75% 22jun2045,2022-10-10,-2.0669464799998423
12,Belgium OLO 3.75% 22jun2045,2022-10-11,-0.37478256000008514
13,Belgium OLO 3.75% 22jun2045,2022-10-12,-1.4494614249999813
14,Belgium OLO 3.75% 22jun2045,2022-10-13,0.8609537150000506
15,Belgium OLO 3.75% 22jun2045,2022-10-14,-1.8414728499999455
16,Belgium OLO 3.75% 22jun2045,2022-10-17,1.4361528699998871
17,Belgium OLO 3.75% 22jun2045,2022-10-18,-0.03936526000006779
18,Belgium OLO 3.75% 22jun2045,2022-10-19,-0.11105798999983563
19,Belgium OLO 3.75% 22jun2045,2022-10-20,-0.3998943000001418
20,Belgium OLO 3.75% 22jun2045,2022-10-21,-0.9744783749999897
21,Belgium OLO 3.75% 22jun2045,2022-10-24,2.0001163250001355
22,Belgium OLO 3.75% 22jun2045,2022-10-25,2.743380419999994
23,Belgium OLO 3.75% 22jun2045,2022-10-26,0.4799956800000018
24,Belgium OLO 3.75% 22jun2045,2022-10-27,1.70554092999987
25,Belgium OLO 3.75% 22jun2045,2022-10-28,-0.2438889200000176
26,Belgium OLO 3.75% 22jun2045,2022-10-31,-2.1914277999999285
27,Belgium OLO 3.75% 22jun2045,2022-11-01,0.10021714000004067
28,Belgium OLO 3.75% 22jun2045,2022-11-02,0.7105446000000484
29,Belgium OLO 3.75% 22jun2045,2022-11-03,-1.130976500000088
30,Belgium OLO 3.75% 22jun2045,2022-11-04,-0.7194546200000786
31,Belgium OLO 3.75% 22jun2045,2022-11-07,0.32575543500001913
32,Belgium OLO 3.75% 22jun2045,2022-11-08,0.7694579349999913
33,Belgium OLO 3.75% 22jun2045,2022-11-09,1.09131739999998
34,Belgium OLO 3.75% 22jun2045,2022-11-10,2.419687045000046
35,Belgium OLO 3.75% 22jun2045,2022-11-11,-2.7698001599999316
36,Belgium OLO 3.75% 22jun2045,2022-11-14,-0.05708213499997328
37,Belgium OLO 3.75% 22jun2045,2022-11-15,1.260098219999918
38,Belgium OLO 3.75% 22jun2045,2022-11-16,1.9065610049999577
39,Belgium OLO 3.75% 22jun2045,2022-11-17,-0.025338225000041348
40,Belgium OLO 3.75% 22jun2045,2022-11-18,0.5202274800001305
41,Belgium OLO 3.75% 22jun2045,2022-11-21,0.7103446300000087
42,Belgium OLO 3.75% 22jun2045,2022-11-22,0.2900020299998687
43,Belgium OLO 3.75% 22jun2045,2022-11-23,2.1439677299999857
44,Belgium OLO 3.75% 22jun2045,2022-11-25,-0.6047672699999112
45,Belgium OLO 3.75% 22jun2045,2022-11-28,-0.3702307799999289
46,Belgium OLO 3.75% 22jun2045,2022-11-29,1.4610487299999022
47,Belgium OLO 3.75% 22jun2045,2022-11-30,-0.18105128999991393
48,Belgium OLO 3.75% 22jun2045,2022-12-01,1.6996414899999763
49,Belgium OLO 3.75% 22jun2045,2022-12-02,-0.01952649999998357
50,Belgium OLO 3.75% 22jun2045,2022-12-05,0.05011835000004794
51,Belgium OLO 3.75% 22jun2045,2022-12-06,0.9458354149999195
52,Belgium OLO 3.75% 22jun2045,2022-12-07,0.18392552499994963
53,Belgium OLO 3.75% 22jun2045,2022-12-08,-0.2796416900000622
54,Belgium OLO 3.75% 22jun2045,2022-12-09,-1.7558242199997949
55,Belgium OLO 3.75% 22jun2045,2022-12-12,0.5059409699999833
56,Belgium OLO 3.75% 22jun2045,2022-12-13,-0.02535397500014369
57,Belgium OLO 3.75% 22jun2045,2022-12-14,-1.4745325249998587
58,Belgium OLO 3.75% 22jun2045,2022-12-15,-2.1994351000000734
59,Belgium OLO 3.75% 22jun2045,2022-12-16,-1.4363658600000235
60,Belgium OLO 3.75% 22jun2045,2022-12-19,-0.769772729999886
61,Belgium OLO 3.75% 22jun2045,2022-12-20,-2.1647758100000374
62,Belgium OLO 3.75% 22jun2045,2022-12-21,0.05967003000000659
63,Belgium OLO 3.75% 22jun2045,2022-12-22,-0.8289059100000031
64,Belgium OLO 3.75% 22jun2045,2022-12-23,-0.3654377350001141
65,Belgium OLO 3.75% 22jun2045,2022-12-27,-2.330752244999985
66,Belgium OLO 3.75% 22jun2045,2022-12-28,-0.09510598999986541
67,Belgium OLO 3.75% 22jun2045,2022-12-29,0.7856390049998936
68,Belgium OLO 3.75% 22jun2045,2022-12-30,-0.8890445049999016
69,Freddie Mac 0.375% 23sep2025,2022-09-23,0.0
70,Freddie Mac 0.375% 23sep2025,2022-09-26,-377.8466758675522
71,Freddie Mac 0.375% 23sep2025,2022-09-27,-71.14289886004781
72,Freddie Mac 0.375% 23sep2025,2022-09-28,485.5284510480451
73,Freddie Mac 0.375% 23sep2025,2022-09-29,153.7030049760906
74,Freddie Mac 0.375% 23sep2025,2022-09-30,11.752799831866014
75,Freddie Mac 0.375% 23sep2025,2022-10-03,363.8298541870638
76,Freddie Mac 0.375% 23sep2025,2022-10-04,141.76914764943922
77,Freddie Mac 0.375% 23sep2025,2022-10-05,-294.759947356662
78,Freddie Mac 0.375% 23sep2025,2022-10-06,-186.91833772863174
79,Freddie Mac 0.375% 23sep2025,2022-10-07,-270.5201588750833
80,Freddie Mac 0.375% 23sep2025,2022-10-10,0.0
81,Freddie Mac 0.375% 23sep2025,2022-10-11,-233.76220950612606
82,Freddie Mac 0.375% 23sep2025,2022-10-12,336.1170250261616
83,Freddie Mac 0.375% 23sep2025,2022-10-13,-496.7470085399218
84,Freddie Mac 0.375% 23sep2025,2022-10-14,0.0
85,Freddie Mac 0.375% 23sep2025,2022-10-17,102.09703013996432
86,Freddie Mac 0.375% 23sep2025,2022-10-18,-174.1785688801442
87,Freddie Mac 0.375% 23sep2025,2022-10-19,-340.70833332000575
88,Freddie Mac 0.375% 23sep2025,2022-10-20,-170.38545465594916
89,Freddie Mac 0.375% 23sep2025,2022-10-21,362.9578826341085
90,Freddie Mac 0.375% 23sep2025,2022-10-24,-70.29063261007468
91,Freddie Mac 0.375% 23sep2025,2022-10-25,412.1159762700513
92,Freddie Mac 0.375% 23sep2025,2022-10-26,268.5198809338199
93,Freddie Mac 0.375% 23sep2025,2022-10-27,264.6360299879857
94,Freddie Mac 0.375% 23sep2025,2022-10-28,-498.50839286985456
95,Freddie Mac 0.375% 23sep2025,2022-10-31,69.37238443630235
96,Freddie Mac 0.375% 23sep2025,2022-11-01,-212.1933513431527
97,Freddie Mac 0.375% 23sep2025,2022-11-02,-144.82669521064554
98,Freddie Mac 0.375% 23sep2025,2022-11-03,-237.54785190300936
99,Freddie Mac 0.375% 23sep2025,2022-11-04,154.75036048205993
100,Freddie Mac 0.375% 23sep2025,2022-11-07,-257.4418727699126
101,Freddie Mac 0.375% 23sep2025,2022-11-08,377.5732721099371
102,Freddie Mac 0.375% 23sep2025,2022-11-09,236.99704221000457
103,Freddie Mac 0.375% 23sep2025,2022-11-10,1054.71039600002
104,Freddie Mac 0.375% 23sep2025,2022-11-11,0.0
105,Freddie Mac 0.375% 23sep2025,2022-11-14,-212.7039442879891
106,Freddie Mac 0.375% 23sep2025,2022-11-15,138.88077260617592
107,Freddie Mac 0.375% 23sep2025,2022-11-16,172.61022136576412
108,Freddie Mac 0.375% 23sep2025,2022-11-17,-495.7615946622916
109,Freddie Mac 0.375% 23sep2025,2022-11-18,24.073140745418414
110,Freddie Mac 0.375% 23sep2025,2022-11-21,-45.11876300025642
111,Freddie Mac 0.375% 23sep2025,2022-11-22,-13.851768919914548
112,Freddie Mac 0.375% 23sep2025,2022-11-23,201.65182215305003
113,Freddie Mac 0.375% 23sep2025,2022-11-25,19.955791375966555
114,Freddie Mac 0.375% 23sep2025,2022-11-28,68.11751065270732
115,Freddie Mac 0.375% 23sep2025,2022-11-29,-50.569351707413034
116,Freddie Mac 0.375% 23sep2025,2022-11-30,390.08598876349083
117,Freddie Mac 0.375% 23sep2025,2022-12-01,-105.65596602478308
118,Freddie Mac 0.375% 23sep2025,2022-12-02,615.8537994841856
119,Freddie Mac 0.375% 23sep2025,2022-12-05,-314.7387574240636
120,Freddie Mac 0.375% 23sep2025,2022-12-06,60.019600190073106
121,Freddie Mac 0.375% 23sep2025,2022-12-07,359.2801719953527
122,Freddie Mac 0.375% 23sep2025,2022-12-08,-343.77782234438996
123,Freddie Mac 0.375% 23sep2025,2022-12-09,-227.60131902009584
124,Freddie Mac 0.375% 23sep2025,2022-12-12,153.01137358188066
125,Freddie Mac 0.375% 23sep2025,2022-12-13,-22.62900060294737
126,Freddie Mac 0.375% 23sep2025,2022-12-14,444.6337135502224
127,Freddie Mac 0.375% 23sep2025,2022-12-15,80.79029123792066
128,Freddie Mac 0.375% 23sep2025,2022-12-16,163.9239643118301
129,Freddie Mac 0.375% 23sep2025,2022-12-19,-253.89883541996028
130,Freddie Mac 0.375% 23sep2025,2022-12-20,100.4221546107276
131,Freddie Mac 0.375% 23sep2025,2022-12-21,344.2150706892319
132,Freddie Mac 0.375% 23sep2025,2022-12-22,-453.05080644645705
133,Freddie Mac 0.375% 23sep2025,2022-12-23,-174.29257361459827
134,Freddie Mac 0.375% 23sep2025,2022-12-27,-236.94697928677078
135,Freddie Mac 0.375% 23sep2025,2022-12-28,18.92481308780998
136,Freddie Mac 0.375% 23sep2025,2022-12-29,129.3211476692593
137,Freddie Mac 0.375% 23sep2025,2022-12-30,-219.1316660676066
138,Japan JGB 0.1% 20jun2031,2022-09-23,0.0
139,Japan JGB 0.1% 20jun2031,2022-09-26,0.0
140,Japan JGB 0.1% 20jun2031,2022-09-27,0.0
141,Japan JGB 0.1% 20jun2031,2022-09-28,0.0
142,Japan JGB 0.1% 20jun2031,2022-09-29,0.0
143,Japan JGB 0.1% 20jun2031,2022-09-30,0.0
144,Japan JGB 0.1% 20jun2031,2022-10-03,0.0
145,Japan JGB 0.1% 20jun2031,2022-10-04,0.0
146,Japan JGB 0.1% 20jun2031,2022-10-05,0.0
147,Japan JGB 0.1% 20jun2031,2022-10-06,0.0
148,Japan JGB 0.1% 20jun2031,2022-10-07,0.0
149,Japan JGB 0.1% 20jun2031,2022-10-10,0.0
