,internPnl,balance,pnl
2022-09-23,0.0,100000000.0,1.0
2022-09-26,-3575.089524653081,99996424.91047534,0.9999642491047535
2022-09-27,-1550.4133709082355,99994874.49710444,0.9999487449710444
2022-09-28,4148.422449113384,99999022.91955355,0.9999902291955355
2022-09-29,-813.764713052868,99998209.1548405,0.999982091548405
2022-09-30,859.1191524585206,99999068.27399296,0.9999906827399295
2022-10-03,3866.6547800101007,100002934.92877297,1.0000293492877297
2022-10-04,720.8687790978884,100003655.79755206,1.0000365579755206
2022-10-05,-2564.0609383570354,100001091.7366137,1.0000109173661371
2022-10-06,-1217.701753481094,99999874.03486022,0.9999987403486023
2022-10-07,-2108.9067183204697,99997765.12814191,0.9999776512814191
2022-10-10,-493.0660443599604,99997272.06209755,0.9999727206209755
2022-10-11,-810.6012566632446,99996461.46084088,0.9999646146084088
2022-10-12,1321.2473489786373,99997782.70818986,0.9999778270818986
2022-10-13,-815.7714156395782,99996966.93677422,0.9999696693677422
2022-10-14,-1874.8430216857337,99995092.09375253,0.9999509209375254
2022-10-17,-205.1876492593758,99994886.90610328,0.9999488690610329
2022-10-18,377.63401804573186,99995264.54012132,0.9999526454012132
2022-10-19,-1464.5350720629167,99993800.00504926,0.9999380000504926
2022-10-20,-2564.0649543409077,99991235.94009492,0.9999123594009491
2022-10-21,-416.2912579349211,99990819.64883699,0.9999081964883698
2022-10-24,3541.8005234056614,99994361.44936039,0.9999436144936038
2022-10-25,25.09470530822159,99994386.5440657,0.9999438654406569
2022-10-26,1312.0380329496172,99995698.58209865,0.9999569858209865
2022-10-27,2520.4894729802545,99998219.07157163,0.9999821907157164
2022-10-28,525.9774474942096,99998745.04901913,0.9999874504901913
2022-10-31,-1914.461029448702,99996830.58798967,0.9999683058798967
2022-11-01,100.69856630392428,99996931.28655598,0.9999693128655598
2022-11-02,-1979.648310106246,99994951.63824587,0.9999495163824587
2022-11-03,-2125.679033686739,99992825.95921218,0.9999282595921218
2022-11-04,-830.925238226255,99991995.03397396,0.9999199503397396
2022-11-07,-141.43899862969715,99991853.59497532,0.9999185359497532
2022-11-08,-342.6943894305957,99991510.9005859,0.999915109005859
2022-11-09,2400.216250266977,99993911.11683616,0.9999391111683616
2022-11-10,7646.747551030145,100001557.8643872,1.000015578643872
2022-11-11,-766.4231265327244,100000791.44126067,1.0000079144126066
2022-11-14,-1685.8125940912125,99999105.62866656,0.9999910562866656
2022-11-15,1706.7723364863518,100000812.40100306,1.0000081240100307
2022-11-16,1013.5600817087229,100001825.96108477,1.0000182596108478
2022-11-17,-2293.9704817882102,99999531.99060299,0.9999953199060299
2022-11-18,110.11873911489238,99999642.1093421,0.999996421093421
2022-11-21,-1152.8056207012867,99998489.3037214,0.9999848930372139
2022-11-22,-47.65767415303185,99998441.64604723,0.9999844164604723
2022-11-23,1067.289403329177,99999508.93545057,0.9999950893545057
2022-11-25,-158.90136165129525,99999350.03408891,0.9999935003408891
2022-11-28,508.42203132065015,99999858.45612024,0.9999985845612024
2022-11-29,42.62689709883762,99999901.08301733,0.9999990108301734
2022-11-30,-877.7050534631435,99999023.37796387,0.9999902337796387
2022-12-01,4076.5228174511085,100003099.90078132,1.0000309990078131
2022-12-02,-155.76168286355505,100002944.13909847,1.0000294413909847
2022-12-05,-199.57124776404498,100002744.5678507,1.000027445678507
2022-12-06,-517.890977008723,100002226.67687368,1.0000222667687368
2022-12-07,2097.6984081144774,100004324.3752818,1.000043243752818
2022-12-08,-484.7082812476576,100003839.66700056,1.0000383966700057
2022-12-09,-1241.5462537920473,100002598.12074676,1.0000259812074677
2022-12-12,-563.2669163167525,100002034.85383044,1.0000203485383043
2022-12-13,2692.6239934276327,100004727.47782387,1.0000472747782387
2022-12-14,1095.2228399411201,100005822.70066382,1.0000582270066383
2022-12-15,-2748.965094123133,100003073.73556969,1.000030737355697
2022-12-16,-41.56064603091454,100003032.17492366,1.0000303217492366
2022-12-19,-291.42596534555537,100002740.74895832,1.0000274074895832
2022-12-20,-1126.9020230027652,100001613.84693532,1.000016138469353
2022-12-21,975.1130913590343,100002588.96002667,1.0000258896002667
2022-12-22,-872.7319368149977,100001716.22808985,1.0000171622808984
2022-12-23,-1592.3813701121987,100000123.84671974,1.0000012384671975
2022-12-27,-2115.557929556803,99998008.28879018,0.9999800828879019
2022-12-28,188.16908971261978,99998196.4578799,0.999981964578799
2022-12-29,54.26409732585489,99998250.72197722,0.9999825072197722
2022-12-30,-471.8762931592437,99997778.84568407,0.9999777884568407
