,internPnl,balance,pnl
2022-09-23,0.0,100000000.0,1.0
2022-09-26,-3091.5125236881267,99996908.48747632,0.9999690848747632
2022-09-27,-1051.415900848745,99995857.07157546,0.9999585707157547
2022-09-28,3473.9052245039784,99999330.97679996,0.9999933097679996
2022-09-29,-849.9023725532645,99998481.07442741,0.9999848107442741
2022-09-30,291.9363638087202,99998773.01079123,0.9999877301079123
2022-10-03,2944.0050382796753,100001717.0158295,1.000017170158295
2022-10-04,371.77697552336076,100002088.79280503,1.0000208879280503
2022-10-05,-1906.365438967047,100000182.42736606,1.0000018242736606
2022-10-06,-710.8705778509113,99999471.5567882,0.9999947155678821
2022-10-07,-1656.7962394708395,99997814.76054874,0.9999781476054874
2022-10-10,-405.51412684501247,99997409.24642189,0.9999740924642189
2022-10-11,-932.7082326382213,99996476.53818925,0.9999647653818925
2022-10-12,1285.9547560442895,99997762.4929453,0.999977624929453
2022-10-13,-824.7628648751993,99996937.73008043,0.9999693773008043
2022-10-14,-1493.4549569703465,99995444.27512345,0.9999544427512345
2022-10-17,-354.3086776545704,99995089.9664458,0.999950899664458
2022-10-18,524.8374570759481,99995614.80390288,0.9999561480390288
2022-10-19,-995.7085881132825,99994619.09531476,0.9999461909531475
2022-10-20,-2464.727049385456,99992154.36826538,0.9999215436826537
2022-10-21,-558.0753495748884,99991596.2929158,0.9999159629291581
2022-10-24,3216.3470930349526,99994812.64000884,0.9999481264000883
2022-10-25,-628.521181501831,99994184.11882733,0.9999418411882732
2022-10-26,1350.6963765850035,99995534.81520392,0.9999553481520392
2022-10-27,1526.901443160248,99997061.71664707,0.9999706171664707
2022-10-28,1011.590833414306,99998073.3074805,0.999980733074805
2022-10-31,-1511.214841043236,99996562.09263945,0.9999656209263945
2022-11-01,-56.6580856121077,99996505.43455383,0.9999650543455383
2022-11-02,-1752.504014700226,99994752.93053913,0.9999475293053913
2022-11-03,-1662.3435727221654,99993090.58696641,0.9999309058696642
2022-11-04,-674.6158712217166,99992415.97109519,0.9999241597109519
2022-11-07,18.059359840721072,99992434.03045504,0.9999243403045504
2022-11-08,-341.4348656205582,99992092.59558941,0.9999209259558941
2022-11-09,2029.613750976993,99994122.2093404,0.999941222093404
2022-11-10,6790.866329470268,100000913.07566985,1.0000091307566985
2022-11-11,68.95700941205496,100000982.03267927,1.0000098203267926
2022-11-14,-1750.7436703164096,99999231.28900896,0.9999923128900896
2022-11-15,1415.6476154608918,100000646.93662442,1.0000064693662443
2022-11-16,833.3616576294389,100001480.29828204,1.0000148029828204
2022-11-17,-2128.604738603618,99999351.69354345,0.9999935169354345
2022-11-18,-106.87732449916848,99999244.81621894,0.9999924481621895
2022-11-21,-1241.4681465422545,99998003.3480724,0.999980033480724
2022-11-22,-13.952935692273059,99997989.39513671,0.9999798939513671
2022-11-23,933.4294863832376,99998922.8246231,0.9999892282462309
2022-11-25,136.4922615140797,99999059.3168846,0.9999905931688461
2022-11-28,547.3923771006359,99999606.7092617,0.999996067092617
2022-11-29,-326.2834835557944,99999280.42577815,0.9999928042577815
2022-11-30,-505.6577674932503,99998774.76801066,0.9999877476801066
2022-12-01,3515.510073391037,100002290.27808405,1.0000229027808405
2022-12-02,66.98258044663453,100002357.2606645,1.0000235726066449
2022-12-05,-189.30497962458458,100002167.95568487,1.0000216795568486
2022-12-06,-790.9524884683251,100001377.0031964,1.000013770031964
2022-12-07,1903.1132923344612,100003280.11648874,1.0000328011648874
2022-12-08,-533.1778798881753,100002746.93860886,1.0000274693860884
2022-12-09,-394.9603536114705,100002351.97825524,1.0000235197825524
2022-12-12,-882.585102817121,100001469.39315242,1.0000146939315242
2022-12-13,2576.9210221279127,100004046.31417455,1.0000404631417454
2022-12-14,1113.8082661813278,100005160.12244073,1.0000516012244072
2022-12-15,-1126.4287849532623,100004033.69365577,1.0000403369365578
2022-12-16,413.325853658984,100004447.01950943,1.0000444701950943
2022-12-19,-287.6722281955149,100004159.34728125,1.0000415934728124
2022-12-20,-736.3377503132176,100003423.00953093,1.0000342300953093
2022-12-21,979.318639709004,100004402.32817064,1.0000440232817065
2022-12-22,-694.5326356145324,100003707.79553503,1.0000370779553502
2022-12-23,-1383.0101622222414,100002324.7853728,1.0000232478537279
2022-12-27,-1824.0956782772473,100000500.68969452,1.0000050068969453
2022-12-28,113.75267080345452,100000614.44236532,1.0000061444236532
2022-12-29,-162.03093056433954,100000452.41143475,1.0000045241143476
2022-12-30,-291.09019615935813,100000161.3212386,1.0000016132123861
